probe,column,gene,system_id,system,input,requested_gene,best_direction,best_label,best_confidence,best_evidence,best_tier,best_expected_accuracy,direction_uncertain,best_direction_filled,best_direction_flipped,smr_direction,smr_tier,smr_p,smr_n_instruments,smr_gene_dist,smr_agreement,consensus_direction,n_tissues_calling,tissue_agreement,gene_blood,dir_blood,conf_blood,tier_blood,status_blood,gene_nasal,dir_nasal,conf_nasal,tier_nasal,status_nasal,gene_solid,dir_solid,conf_solid,tier_solid,status_solid,gene_universal,dist_universal,dir_universal,p_universal,agree_universal,dist_unanimous,dist_dir_blood,dist_dir_nasal,dist_dir_solid,measured_genes,measured_tissues,measured_direction,measured_direction_requested,annotation_mismatch,mismatch_note,note,p_conf,p_plus
cg12939975,cg12939975_BC21_T1_PNOC,PNOC,12,Opioid & melanocortin,cg12939975,PNOC,-1,higher methylation -> LOWER expression,0.3429,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,PNOC,-1,0.3429,A,PREDICTED,,,,,UNMAPPED,PNOC,,0.2027,A,ABSTAIN,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.3429,0.32855
cg12954529,cg12954529_BC21_T1_NRG1,NRG1,25,Social-synaptic & psychiatric risk,cg12954529,NRG1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12984570,cg12984570_BC21_T1_RYR1,RYR1,1,"Oxytocin, vasopressin & CICR",cg12984570,RYR1,-1,higher methylation -> LOWER expression,0.3688,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,MAP4K1,,0.289,A,REQUESTED_GENE_UNAVAILABLE,RYR1,,0.31,B,ABSTAIN,RYR1,-1,0.3688,A,PREDICTED,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.3688,0.3156
cg13012525,cg13012525_BC21_T1_NR0B1,NR0B1,3,Steroidogenesis (adrenal & gonadal),cg13012525,NR0B1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13016048,cg13016048_BC21_T1_GRIN1,GRIN1,16,Glutamate & synaptic scaffolding,cg13016048,GRIN1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,DPP7,,0.298,A,REQUESTED_GENE_UNAVAILABLE,LRRC26,,0.6135,A,REQUESTED_GENE_UNAVAILABLE,MAN1B1-AS1,,0.1124,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13051970,cg13051970_TC21_T1_DDC,DDC,11,"Monoamine synthesis, transport & degradation",cg13051970,DDC,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LIMA1,,0.561,A,REQUESTED_GENE_UNAVAILABLE,GRB10,,0.8366,A,REQUESTED_GENE_UNAVAILABLE,BRD7,,0.2414,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13065121,cg13065121_TC11_T1_KISS1,KISS1,5,"HPG axis, puberty & KNDy",cg13065121,KISS1,-1,higher methylation -> LOWER expression,0.4583,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,SOX13,,0.6863,A,REQUESTED_GENE_UNAVAILABLE,KISS1,-1,0.4583,A,PREDICTED,ETNK2,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.4583,0.27085
cg13074687,cg13074687_BC21_T1_SHBG,SHBG,4,Sex steroids: receptors & metabolism,cg13074687,SHBG,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SOX15,,0.298,A,REQUESTED_GENE_UNAVAILABLE,SOX15,,0.3409,A,REQUESTED_GENE_UNAVAILABLE,TNFSF13,,0.1244,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13077484,cg13077484_BC21_T1_DLG3,DLG3,16,Glutamate & synaptic scaffolding,cg13077484,DLG3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13081560,cg13081560_BC21_T1_SYP,SYP,18,Neurotrophins & activity-dependent plasticity,cg13081560,SYP,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13096454,cg13096454_BC21_T1_MKRN3,MKRN3,21,Imprinted genes & DMRs,cg13096454,MKRN3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,NR1D2,,0.7056,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13098917,cg13098917_BC21_T1_SYN1,SYN1,18,Neurotrophins & activity-dependent plasticity,cg13098917,SYN1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13104385,cg13104385_BC21_T1_IL6,IL6,24,"Immune, inflammation & HLA",cg13104385,IL6,1,higher methylation -> HIGHER expression,,smr_weak,,"0.66-0.75 (SMR tier S3, instruments disagree; validated n=456)",FALSE,1,1,1,S3,1.522e-09,2,1178,TRUE,,0,,LOC541472,,0.7056,A,REQUESTED_GENE_UNAVAILABLE,TOMM7,,0.0694,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.85
cg13124710,cg13124710_BC21_T1_NR0B1,NR0B1,3,Steroidogenesis (adrenal & gonadal),cg13124710,NR0B1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13137826,cg13137826_TC21_T1_PRKACA,PRKACA,19,GPCR signalling & second messengers,cg13137826,PRKACA,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LOC113230,,0.298,A,REQUESTED_GENE_UNAVAILABLE,IL27RA,,0.6433,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13152606,cg13152606_BC21_T1_PDE4D,PDE4D,19,GPCR signalling & second messengers,cg13152606,PDE4D,,,,no_evidence,,,FALSE,,,,,,,,,,0,,DEPDC1B,,0.6863,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13165070,cg13165070_BC11_T1_IGF2,IGF2,21,Imprinted genes & DMRs,cg13165070,IGF2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MAD1L1,,0.1897,A,REQUESTED_GENE_UNAVAILABLE,TNNT3,,0.0501,A,REQUESTED_GENE_UNAVAILABLE,MAD1L1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13172906,cg13172906_TC11_T1_ARC,ARC,18,Neurotrophins & activity-dependent plasticity,cg13172906,ARC,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,4.073e-35,1,324,TRUE,,0,,AC105219.1,,0.289,B,REQUESTED_GENE_UNAVAILABLE,PSCA,,0.0694,B,REQUESTED_GENE_UNAVAILABLE,PSCA,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg13172906,cg13172906_TC12_T1_ARC,ARC,18,Neurotrophins & activity-dependent plasticity,cg13172906,ARC,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,4.073e-35,1,324,TRUE,,0,,AC105219.1,,0.289,B,REQUESTED_GENE_UNAVAILABLE,PSCA,,0.0694,B,REQUESTED_GENE_UNAVAILABLE,PSCA,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg13195976,cg13195976_BC21_T1_HDAC5,HDAC5,20,Epigenetic machinery,cg13195976,HDAC5,-1,higher methylation -> LOWER expression,0.3639,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,ASB16-AS1,,0.1291,B,REQUESTED_GENE_UNAVAILABLE,HDAC5,-1,0.3639,A,PREDICTED,UBTF,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.3639,0.31805
cg13204333,cg13204333_TC21_T1_MC4R,MC4R,27,Appetite & metabolic programming,cg13204333,MC4R,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13207073,cg13207073_BC21_T1_MECP2,MECP2,20,Epigenetic machinery,cg13207073,MECP2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PNMA6B,,0.058,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13213810,cg13213810_BC11_T1_SHANK3,SHANK3,16,Glutamate & synaptic scaffolding,cg13213810,SHANK3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MAPK8IP2,,0.126,B,REQUESTED_GENE_UNAVAILABLE,MAPK8IP2,,0.1453,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13216022,cg13216022_TC21_T1_CYP19A1,CYP19A1,4,Sex steroids: receptors & metabolism,cg13216022,CYP19A1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,GLDN,,0.6433,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13221458,cg13221458_BC21_T1_SOD2,SOD2,29,Oxidative stress & mitochondria,cg13221458,SOD2,-1,higher methylation -> LOWER expression,,smr_weak,,"0.66-0.75 (SMR tier S3, instruments disagree; validated n=456)",FALSE,-1,-1,-1,S3,1.006e-12,2,29196,TRUE,,0,,LOC401281,,0.3467,A,REQUESTED_GENE_UNAVAILABLE,SOD2,,0.0695,B,ABSTAIN,SOD2,,0.2027,A,ABSTAIN,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg13224213,cg13224213_TC21_T1_NOS3,NOS3,6,Libido & sexual function,cg13224213,NOS3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,NOS3;ATG9B,,0.4729,A,REQUESTED_GENE_UNAVAILABLE,GOLPH3L,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,KCNH2,,0.1244,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13231894,cg13231894_BC21_T1_DRD3,DRD3,8,Dopamine,cg13231894,DRD3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ZNF80,,0.3467,A,REQUESTED_GENE_UNAVAILABLE,TIGIT,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,CUL4A,,0.1667,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13232821,cg13232821_BC11_T1_DDC,DDC,11,"Monoamine synthesis, transport & degradation",cg13232821,DDC,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LIMA1,,0.126,B,REQUESTED_GENE_UNAVAILABLE,GRB10,,0.9158,A,REQUESTED_GENE_UNAVAILABLE,BRD7,,0.2414,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13244559,cg13244559_TC11_T1_ADRA2C,ADRA2C,10,Noradrenaline & sympathetic nervous system,cg13244559,ADRA2C,,,,no_evidence,,,FALSE,,,,,,,,,,0,,TPRG1L,,0.126,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13245264,cg13245264_TC21_T1_OPRM1,OPRM1,12,Opioid & melanocortin,cg13245264,OPRM1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13256398,cg13256398_TC21_T1_EGR2,EGR2,18,Neurotrophins & activity-dependent plasticity,cg13256398,EGR2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,ADO,,0.3771,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13272412,cg13272412_TC21_T1_NRG1,NRG1,25,Social-synaptic & psychiatric risk,cg13272412,NRG1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13276165,cg13276165_BC21_T1_NRXN1,NRXN1,25,Social-synaptic & psychiatric risk,cg13276165,NRXN1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13280803,cg13280803_TC11_T1_FSHB,FSHB,5,"HPG axis, puberty & KNDy",cg13280803,FSHB,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13285174,cg13285174_TC11_T1_OXT,OXT,1,"Oxytocin, vasopressin & CICR",cg13285174,OXT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,AVP,,0.4598,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13290564,cg13290564_TC21_T1_HCRTR2,HCRTR2,13,Orexin / hypocretin & MCH,cg13290564,HCRTR2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,AURKA,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13307058,cg13307058_BC11_T1_SGK1,SGK1,2,HPA axis & glucocorticoid signalling,cg13307058,SGK1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13307823,cg13307823_TC21_T1_GRK2,GRK2,19,GPCR signalling & second messengers,cg13307823,GRK2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CARNS1,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,POLD4,,0.0694,A,REQUESTED_GENE_UNAVAILABLE,CLCF1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13332653,cg13332653_BC21_T1_CHGA,CHGA,10,Noradrenaline & sympathetic nervous system,cg13332653,CHGA,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LGMN,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,LGMN,,0.31,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13333705,cg13333705_BC21_T1_DMRT1,DMRT1,5,"HPG axis, puberty & KNDy",cg13333705,DMRT1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,DMRT3,,0.4583,B,REQUESTED_GENE_UNAVAILABLE,GAK,,0.1124,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13333813,cg13333813_BC21_T1_DMRT1,DMRT1,5,"HPG axis, puberty & KNDy",cg13333813,DMRT1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,DMRT3,,0.4583,B,REQUESTED_GENE_UNAVAILABLE,GAK,,0.1244,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13357277,cg13357277_TC21_T1_GRM4,GRM4,16,Glutamate & synaptic scaffolding,cg13357277,GRM4,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13371482,cg13371482_BC21_T1_RLN1,RLN1,7,"Pregnancy, parturition & lactation",cg13371482,RLN1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PDCD1LG2,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13381984,cg13381984_TC11_T1_LEP,LEP,27,Appetite & metabolic programming,cg13381984,LEP,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,3.718e-08,1,8165,TRUE,,0,,IMPDH1,,0.3467,A,REQUESTED_GENE_UNAVAILABLE,IMPDH1,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,IMPDH1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg13404814,cg13404814_BC21_T1_LDLR,LDLR,3,Steroidogenesis (adrenal & gonadal),cg13404814,LDLR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SMIM13,,0.2377,A,REQUESTED_GENE_UNAVAILABLE,DOCK6,,0.31,B,REQUESTED_GENE_UNAVAILABLE,DOCK6,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13423140,cg13423140_BC11_T1_AVPR2,AVPR2,1,"Oxytocin, vasopressin & CICR",cg13423140,AVPR2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PNMA6B,,0.1971,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13428066,cg13428066_BC21_T1_KCNQ1OT1,KCNQ1OT1,21,Imprinted genes & DMRs,cg13428066,KCNQ1OT1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,VLDLR,,0.0733,A,REQUESTED_GENE_UNAVAILABLE,KCNQ1,,0.4852,B,REQUESTED_GENE_UNAVAILABLE,KCNQ1,,0.4431,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13434139,cg13434139_BC21_T1_IDO1,IDO1,15,Kynurenine pathway,cg13434139,IDO1,-1,higher methylation -> LOWER expression,0.5668,catalogue_consensus,A,"0.77-0.87 (tier A, tissues agree)",FALSE,-1,-1,,,,,,,-1,2,1,IDO1,-1,0.52,A,PREDICTED,IDO1,-1,0.6135,A,PREDICTED,PNN,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"","",0.5668,0.2166
cg13441156,cg13441156_BC21_T1_GHRL,GHRL,27,Appetite & metabolic programming,cg13441156,GHRL,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,7.261e-26,1,4293,TRUE,,0,,GHRLOS,,0.9957,A,REQUESTED_GENE_UNAVAILABLE,GHRLOS,,0.0694,A,REQUESTED_GENE_UNAVAILABLE,SLX4IP,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg13463245,cg13463245_TC11_T1_GRIN1,GRIN1,16,Glutamate & synaptic scaffolding,cg13463245,GRIN1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,DPP7,,0.298,A,REQUESTED_GENE_UNAVAILABLE,LRRC26,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,MAN1B1-AS1,,0.1474,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13466002,cg13466002_TC11_T1_ARRB2,ARRB2,19,GPCR signalling & second messengers,cg13466002,ARRB2,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,2.114e-222,1,1963,TRUE,,0,,ALOX15,,0.1897,A,REQUESTED_GENE_UNAVAILABLE,MED11,,0.2479,A,REQUESTED_GENE_UNAVAILABLE,CDYL,,0.0131,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,ALOX15,blood,ALOX15:+1,,TRUE,"measured association is with ALOX15, not the requested gene - check which gene this CpG actually tracks","causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run | measured association is with ALOX15, not the requested gene",0.7,0.15
cg13480617,cg13480617_BC21_T1_PRLR,PRLR,6,Libido & sexual function,cg13480617,PRLR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CREM,,0.1934,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,CREM,,0.1124,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13516209,cg13516209_TC11_T1_HLA_H,HLA-H,24,"Immune, inflammation & HLA",cg13516209,HLA-H,1,higher methylation -> HIGHER expression,1,measured,,"~1.00 (measured, not predicted)",FALSE,1,1,,,,,,,,0,,HLA-H,,0.289,A,DIRECT_eQTM,HLA-H,,0.2479,A,ABSTAIN,CDIPT,,0.1667,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,AL645929.1;HLA-G;HLA-H,blood,AL645929.1:-1;HLA-G:+1;HLA-H:+1,1,FALSE,"","",1,1
cg13527387,cg13527387_TC11_T1_SRD5A2,SRD5A2,4,Sex steroids: receptors & metabolism,cg13527387,SRD5A2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,XDH,,0.0694,B,REQUESTED_GENE_UNAVAILABLE,EHMT2,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13528854,cg13528854_BC21_T1_BST1,BST1,1,"Oxytocin, vasopressin & CICR",cg13528854,BST1,-1,higher methylation -> LOWER expression,0.6346,catalogue_consensus,A,"0.77-0.87 (tier A, tissues agree)",FALSE,-1,-1,,,,,,,-1,2,1,,,,,UNMAPPED,BST1,-1,0.8366,A,PREDICTED,BST1,-1,0.4326,A,PREDICTED,,,,,,,,,,,,,,,"","",0.6346,0.1827
cg13532885,cg13532885_TC11_T1_SYN1,SYN1,18,Neurotrophins & activity-dependent plasticity,cg13532885,SYN1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13550546,cg13550546_TC21_T1_NOS1,NOS1,1,"Oxytocin, vasopressin & CICR",cg13550546,NOS1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13557189,cg13557189_BC21_T1_MC4R,MC4R,27,Appetite & metabolic programming,cg13557189,MC4R,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13570401,cg13570401_TC21_T1_BAG1,BAG1,2,HPA axis & glucocorticoid signalling,cg13570401,BAG1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,B4GALT1,,0.298,A,REQUESTED_GENE_UNAVAILABLE,B4GALT1,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13570656,cg13570656_BC11_T1_CYP1A1,CYP1A1,4,Sex steroids: receptors & metabolism,cg13570656,CYP1A1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MPI,,0.0365,B,REQUESTED_GENE_UNAVAILABLE,MPI,,0.0694,B,REQUESTED_GENE_UNAVAILABLE,COX5A,,0.2694,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13576061,cg13576061_BC21_T1_IL6ST,IL6ST,24,"Immune, inflammation & HLA",cg13576061,IL6ST,,,,no_evidence,,,FALSE,,,,,,,,,,0,,TTC4,,0.058,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg13581859,cg13581859_TC21_T1_HLA_DPB1,HLA-DPB1,24,"Immune, inflammation & HLA",cg13581859,HLA-DPB1,1,higher methylation -> HIGHER expression,,smr_moderate,A,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,1,1,1,S2,3.608e-27,1,634,TRUE,,1,1,HLA-DPB1,1,0.9957,A,PREDICTED,HLA-DPB1,,0.2479,A,ABSTAIN,DYNLRB1,,0.1244,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.85
